Id,Label,timeset,0,1,2,3,4,5,6,7,8,9,indegree,outdegree,Degree,componentnumber,strongcompnum,modularity_class
n119,freopope,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""BellTowerTimes"";s:4:""name"";s:20:""The Bell Tower Times"";s:2:""id"";i:3004178958;s:6:""id_str"";s:10:""3004178958"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:15;}}}",229831376,68313,4984,2027,2010-12-23 08:01:13,"Everything I say is my sincerely held, genuine religious belief. Especially all insults.  #goFreo #PurpleArmy  #ForeverFreo #KalyakoorlWalyalup",Fremantle Oval,,0,1,1,82,227,135
n120,veritasever,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""JmarrMarr"";s:4:""name"";s:18:""💧Elizabeth Marr"";s:2:""id"";i:938489083;s:6:""id_str"";s:9:""938489083"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:13;}}}",1468323792,278570,4770,4182,2013-05-29 18:01:00,Hate hypocrisy; appreciate honesty; passionate about social justice; sanity saved by sense of the absurd," ",,0,0,0,83,228,69
n121,susanja39395818,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1309372372172980225,6962,342,170,2020-09-25 02:01:40,"Long term health professional, anti-capitalist, pro-renewables and environment. No Planet B. #climatecrisis #environment #BanLiveExports",,,0,0,0,84,229,70
n122,hocwimmera,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",2711136332,9195,1508,763,2014-08-06 00:43:21,Encore Career in University Sector - views are my own,Wimmera Victoria Australia,,0,0,0,85,230,71
n123,davelennonabc,,true,a:0:{},778496715548536832,122737,849,1139,2016-09-21 03:30:55,"30+ yrs in media mainly ABC, Local Radio, Grandstand, Australia Television. Premiership timekeeper. All views my own. WHY REWARD FAILURE?",,,0,0,0,86,231,72
n124,goforgold80s,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""JmarrMarr"";s:4:""name"";s:18:""💧Elizabeth Marr"";s:2:""id"";i:938489083;s:6:""id_str"";s:9:""938489083"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:13;}}}",145163404,145818,6843,6243,2010-05-18 04:03:54,Disgusted with Australia. Our democracy is owned by Murdoch and his fascist IPA corp agendas. 3 more years of this?! Save us!!,"Fort fuck off Libs, Melbourne",,0,0,0,87,232,73
n125,thebigship,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""JmarrMarr"";s:4:""name"";s:18:""💧Elizabeth Marr"";s:2:""id"";i:938489083;s:6:""id_str"";s:9:""938489083"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:13;}}}",2492411154,381981,4306,3492,2014-05-13 00:52:38,"Still whinging about Bodyline, The Dismissal & why can't The Beatles get back together, TBS likes his chicken spicy & he wants Donald J. Trump in prison.","Curmudgeon Cove, Australia",,0,0,0,88,233,74
n126,caitlen2310,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""bornblonde0077"";s:4:""name"";s:8:""whats up"";s:2:""id"";i:301130320;s:6:""id_str"";s:9:""301130320"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:18;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""judithajames11"";s:4:""name"";s:12:""Judith James"";s:2:""id"";i:742769376277843972;s:6:""id_str"";s:18:""742769376277843972"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:35;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ElaineM11584892"";s:4:""name"";s:12:""Elaine McKay"";s:2:""id"";i:1150553499500814339;s:6:""id_str"";s:19:""1150553499500814339"";s:7:""indices"";a:2:{i:0;i:36;i:1;i:52;}}}",2336713098,75101,46,443,2014-02-10 08:48:52,Love Life - Live Life - Love People,Australia,,0,2,2,0,234,531
n127,woifbiue,,true,a:0:{},1164574232937807878,3274,984,140,2019-08-22 12:25:17,Non-Binary Jolteon girl thing (her/she) | 25 | computer and audio nerd | FC: 2452-3006-6436 | PFP: @The_Lions_Dougi,Australia,,0,0,0,89,235,75
n128,mismash5,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""georgiedent"";s:4:""name"";s:12:""Georgie Dent"";s:2:""id"";i:20565970;s:6:""id_str"";s:8:""20565970"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ScottMorrisonMP"";s:4:""name"";s:14:""Scott Morrison"";s:2:""id"";i:34116377;s:6:""id_str"";s:8:""34116377"";s:7:""indices"";a:2:{i:0;i:13;i:1;i:29;}}}",1107962613239996427,3280,197,53,2019-03-19 07:10:46,Not a complicated person. Not a simple one either.,,,0,2,2,0,237,584
n129,mellymangoes,,true,a:0:{},271892277,310,394,22,2011-03-25 07:38:34,queer. chronically ill. aussie. full-time carer. student. gamer. part-time zombie. she/her,"Melbourne, Australia",,0,0,0,90,238,76
n130,adhcwomencount,,true,"a:5:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""singingeyes"";s:4:""name"";s:11:""Helen Dyjak"";s:2:""id"";i:288577525;s:6:""id_str"";s:9:""288577525"";s:7:""indices"";a:2:{i:0;i:19;i:1;i:31;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""FatherBob"";s:4:""name"";s:9:""FatherBob"";s:2:""id"";i:9560992;s:6:""id_str"";s:7:""9560992"";s:7:""indices"";a:2:{i:0;i:32;i:1;i:42;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""racing_nsw"";s:4:""name"";s:10:""Racing NSW"";s:2:""id"";i:56629956;s:6:""id_str"";s:8:""56629956"";s:7:""indices"";a:2:{i:0;i:43;i:1;i:54;}}i:4;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""GeoffLeeMP"";s:4:""name"";s:12:""Geoff Lee MP"";s:2:""id"";i:221570520;s:6:""id_str"";s:9:""221570520"";s:7:""indices"";a:2:{i:0;i:104;i:1;i:115;}}}",3012189590,33457,2196,2308,2015-02-07 04:53:22,30yrs NSW public servant-disability. Unionist. Industrially conscripted to the for profit sector through sale of ADHC; so I retired. Views are mine.,Newcastle. NSW,,0,4,4,0,239,554
n131,bgoaddy,,true,a:0:{},113530529,59182,981,11627,2010-02-11 22:19:12,"Get the latest news from The Bendigo Advertiser, central Victoria's number one source of news, sport and weather.","Bendigo, Victoria, Australia",1,0,0,0,91,240,77
n132,john_cronin48,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",2931910016,149869,4356,3599,2014-12-16 01:13:22,Ex Qld government veterinarian & private vet practitioner. Passionate about accountability in government. We should hold MPs accountable or reap what we sow.,Toowoomba Qld,,0,3,3,0,241,554
n133,upupandaway1996,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:5:""TP_OZ"";s:4:""name"";s:18:""TP #BoycottMurdoch"";s:2:""id"";i:16106565;s:6:""id_str"";s:8:""16106565"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:6;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""IIIKabutoIII"";s:4:""name"";s:13:""ExtremeKabuto"";s:2:""id"";i:70922681;s:6:""id_str"";s:8:""70922681"";s:7:""indices"";a:2:{i:0;i:7;i:1;i:20;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""MChandlerMather"";s:4:""name"";s:19:""Max Chandler-Mather"";s:2:""id"";i:804481728400138240;s:6:""id_str"";s:18:""804481728400138240"";s:7:""indices"";a:2:{i:0;i:21;i:1;i:37;}}}",1323840284757647361,83,1660,39,2020-11-03 23:11:43,Putting the twit in twitter since 2017,,,0,3,3,92,245,78
n134,1whtb,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""JmarrMarr"";s:4:""name"";s:18:""💧Elizabeth Marr"";s:2:""id"";i:938489083;s:6:""id_str"";s:9:""938489083"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:13;}}}",3035485285,78545,351,841,2015-02-21 22:12:55,"Artist, designer, family historian, writing 2 books, painting in acrylics, left handed leftie & divergent thinker, born in Grafton NSW. Go to https://t.co/hcEH1gF3ls","Sydney, New South Wales",,0,0,0,93,246,79
n135,radiotodayanz,,true,a:0:{},321212400,18754,3487,8577,2011-06-21 02:07:02,"The inside word on all things radio, audio and podcasting! We are the media and marketing industry's go-to source for news, analysis, jobs and radio ratings.",Australia,,0,0,0,94,247,80
n136,region13tafe,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""tafe_state"";s:4:""name"";s:4:""TAFE"";s:2:""id"";i:1367316695669497856;s:6:""id_str"";s:19:""1367316695669497856"";s:7:""indices"";a:2:{i:0;i:50;i:1;i:61;}}}",1039331298572152832,13,6,17,2018-09-10 21:54:26,,,,0,1,1,95,252,583
n137,ochreblue,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",187836067,403618,5000,2882,2010-09-07 04:14:21,"Politics junkie who loves my family & friends, my haven, reading, spirituality, yoga, healthy living, & the environment. Also special 🐕🐕 Ochre & Charlie.",Australia,,0,1,1,0,253,554
n138,nigelbrown61,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",27146451,12043,1920,1665,2009-03-27 21:15:28,Husband/Dad #Veteran Fmr T/L @AusFedPolice (Retired) For 30yrs I Protected Foreign & Aust Heads of State/Diplomats/Politicians/Royalty*Fmr National H&S Delegate,Australia,,0,0,0,96,254,81
n139,oddlyiconic,,true,a:0:{},909369531558068224,12511,1066,238,2017-09-17 06:52:46,she/her,australia,,0,0,0,97,255,82
n140,cowlesbian,,true,a:0:{},992328624060514305,37520,196,197,2018-05-04 05:02:35,"new art account at @eblaen; bassist, sometimes artist, tryna learn portuguese; struggle tweets about all three. she/23",west australia,,0,0,0,98,256,83
n141,minnie736,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",1218494812279558144,9851,824,372,2020-01-18 06:27:34,Mother❤️ .. GenX ..  Environment & Politics 🌿🐨 .. Currently residing in #ScoMosBananaRepublic #BoycottMurdoch #UluruStatement #NotMovingOn #SewerRat,Australia,,0,2,2,0,257,588
n142,shoesenpai,,true,a:0:{},2790328690,8028,227,132,2014-09-28 20:33:52,Don't talk to me or my 3 brain cells again.   32|♑🏳️‍🌈🇭🇲🇨🇱,STRAYA,,0,0,0,99,258,84
n143,gerardyvanovich,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",3059139049,139137,515,508,2015-03-02 22:59:19,"💧Love good coffee, field hockey, evidence based science and technology. Sometime software Tester. Pronouns he/him. Keep discussions polite.",Australia,,0,2,2,0,259,588
n144,hellorachyy,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""Utopiana"";s:4:""name"";s:14:""Celeste Liddle"";s:2:""id"";i:9950542;s:6:""id_str"";s:7:""9950542"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:9;}}}",14175294,167606,2013,1942,2008-03-19 03:48:46,"Sparking Joy, HBU? ✨🌈 ❤️@raphec 🐶Suki & Katja 🍑#lizzbian 🩰#adultballet 📚#bookworm ♿️#vacterl 💔#heartfailure 🏳️‍🌈#bibibi 🚺 she/her","South Yarra, Melbourne",,0,1,1,0,260,9
n145,ssunnyseeds,,true,a:0:{},1557863792,8348,840,112,2013-06-30 07:30:15,"sam • he/him • 19 • Heidi Johansen on Tonberry, Elemental DC • can and will post misspellings",Australia,,0,0,0,100,261,85
n146,globaltabgroup,,true,a:0:{},1204624028507369472,154,36,32,2019-12-10 23:49:35,TAB group is a dynamic strategic consulting group operating globally.,India,,0,0,0,101,262,86
n147,lesleygood1,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",349572767,83652,1804,1743,2011-08-06 05:35:32,"Committed Leftie, loves country life.",,,0,0,0,102,263,87
n148,wanta_know,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""sallymcmanus"";s:4:""name"";s:13:""Sally McManus"";s:2:""id"";i:48624704;s:6:""id_str"";s:8:""48624704"";s:7:""indices"";a:2:{i:0;i:123;i:1;i:136;}}}",1608494760,97856,1576,668,2013-07-20 11:52:15,,lutruwita (Tasmania),,0,1,1,0,264,554
n149,merrilynrowler,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""sallymcmanus"";s:4:""name"";s:13:""Sally McManus"";s:2:""id"";i:48624704;s:6:""id_str"";s:8:""48624704"";s:7:""indices"";a:2:{i:0;i:123;i:1;i:136;}}}",1456550630,31440,413,318,2013-05-25 06:25:39,Retired from accounting and book keeping working life. Also stepped down from 35 years of volunteer community services management and now some me time,"Queensland, Australia",,0,1,1,0,265,554
n150,armstrongvonny,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:13;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""FatherBob"";s:4:""name"";s:9:""FatherBob"";s:2:""id"";i:9560992;s:6:""id_str"";s:7:""9560992"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:24;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""sallymcmanus"";s:4:""name"";s:13:""Sally McManus"";s:2:""id"";i:48624704;s:6:""id_str"";s:8:""48624704"";s:7:""indices"";a:2:{i:0;i:25;i:1;i:38;}}}",1022343328363212800,2202,869,78,2018-07-26 00:50:18,"Developing into a true Pro Cycling tragic. Late to the party and trying to catch up! Destined to be the Lantern Rouge in most rides, not a racer, a slowtourer.","Adelaide, South Australia",,0,3,3,0,266,554
n151,dk3kbball,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""Rewster7"";s:4:""name"";s:7:""Rewster"";s:2:""id"";i:301414877;s:6:""id_str"";s:9:""301414877"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:9;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""yeahvictoriaaa_"";s:4:""name"";s:8:""Victoria"";s:2:""id"";i:166966040;s:6:""id_str"";s:9:""166966040"";s:7:""indices"";a:2:{i:0;i:10;i:1;i:26;}}}",858952802235596805,11299,2529,214,2017-05-01 03:54:41,"🐰 I call you when I need you, my heart's on fire 🏉 ✌🏼 ❤️ 🌱 🏀",Australie,,0,2,2,103,269,88
n152,lindyasimus,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",14759212,108195,7634,8017,2008-05-13 10:18:29,"Love engaging smart peeps who are quick on the uptake, social equity, Leonard Cohen, Nick Cave, Tom Waits and gardens.","Newcastle, NSW Australia.",,0,1,1,0,270,554
n153,darylgibson,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",343096504,529192,5173,4703,2011-07-26 21:53:57,"jackeroo decky waiter model pro Harvard Mol Cell Biol Research Tech Radiological Health Imaging Dosimetry cancer research Physicist MSc ret'd, not wanted in oz",Manning Point,,0,1,1,0,271,554
n154,janice_martin5,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",1899126840,108180,2661,2438,2013-09-24 00:01:10,"Believe in Human Rights. Every child has the right to feel safe, loved, have free education and free health care.",,,0,0,0,104,272,89
n155,brianrockr,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:13;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""FatherBob"";s:4:""name"";s:9:""FatherBob"";s:2:""id"";i:9560992;s:6:""id_str"";s:7:""9560992"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:24;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""sallymcmanus"";s:4:""name"";s:13:""Sally McManus"";s:2:""id"";i:48624704;s:6:""id_str"";s:8:""48624704"";s:7:""indices"";a:2:{i:0;i:25;i:1;i:38;}}}",1318508616308043776,1248,26,10,2020-10-20 07:06:04,77 beach music ukelele group,,,0,3,3,0,273,554
n156,arciaorg,,true,a:0:{},3255163453,1288,164,391,2015-06-24 22:21:25,Peak national industry body representing the two-way and associated wireless radio communications industry in Australia. #radiocomms,Australia,,0,0,0,105,274,90
n157,sequestradio,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""ARCIAorg"";s:4:""name"";s:5:""ARCIA"";s:2:""id"";i:3255163453;s:6:""id_str"";s:10:""3255163453"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}}",123907644,60705,220,6770,2010-03-17 11:57:42,Volunteers who provide emergency & safety of life communications on CB & Maritime radio frequencies and social media. 24/7 Phone or SMS 0422 687 352,"Po Box 49, Goodna Queensland",,0,0,0,106,275,91
n158,nickschadegg,,true,a:0:{},1700487464,49942,979,6108,2013-08-25 20:07:53,mayor of south australia,,,2,0,2,107,276,117
n159,chaythorpeaeu,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",1158539359,4089,1826,2138,2013-02-07 18:17:51,"AEU Federal President. Passionate about public education in preschools, schools, TAFE. Proud to be union! Privileged to live & learn on Kaurna country",,,18,1,19,0,64,574
n160,fromthewonni,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""judithajames11"";s:4:""name"";s:12:""Judith James"";s:2:""id"";i:742769376277843972;s:6:""id_str"";s:18:""742769376277843972"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""northway_debbie"";s:4:""name"";s:26:""🕯DebbieN Credible Woman"";s:2:""id"";i:1897328731;s:6:""id_str"";s:10:""1897328731"";s:7:""indices"";a:2:{i:0;i:16;i:1;i:32;}}}",1155417555915272192,1754,377,256,2019-07-28 05:59:46,Proud Mum Grandma retired principal and Union member,"Woronora, Sydney",,0,2,2,0,277,531
n161,mjarman_sstuwa,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",1319534029348061186,27,242,12,2020-10-23 03:00:15,,"Perth, Western Australia",,0,1,1,0,278,574
n162,smurfinaus2,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",1454358091,15143,396,310,2013-05-24 10:14:24,Gratitude is the healthiest human emotion. “Adopt the Pace of Nature. Her Secret is Patience.” - Emerson.,Australia,,0,0,0,108,279,92
n163,renewcp,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""nickschadegg"";s:4:""name"";s:13:""Nick Schadegg"";s:2:""id"";i:1700487464;s:6:""id_str"";s:10:""1700487464"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",988626270,70118,620,741,2012-12-04 07:02:04,Reinventing the future by making community owned and funded renewable energy available to everyone. The world is heating and it's time to stop.,Why not everywhere?,,0,0,0,109,280,93
n164,learn15856480,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",1208874179358969856,24147,1988,761,2019-12-22 17:17:48,We must save the Australian Koala - the Baby Yodas of the animal world.,,,0,0,0,110,281,94
n165,unionsnsw,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:238;i:1;i:250;}}}",188136549,13984,2186,11261,2010-09-07 20:41:41,"The peak body for unions and their members in NSW. Authorised M Morey L3, 4-10 Goulburn St Sydney NSW 2000","New South Wales, Australia",,0,1,1,0,282,588
n166,thesayno7,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ElaineM11584892"";s:4:""name"";s:12:""Elaine McKay"";s:2:""id"";i:1150553499500814339;s:6:""id_str"";s:19:""1150553499500814339"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}}",1185366642869460992,4974,660,897,2019-10-18 21:26:54,We resisted the beginnings and considered the end. FB: HQ: https://t.co/VJ3CCxmDUL Files: https://t.co/GzyGxCjBEJ… @notowelfarecard,AUSTRALIA,,0,0,0,111,283,95
n167,mediawatcher83,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",2571854922,40142,2718,988,2014-06-16 20:14:21,Truth. Please.,,,0,0,0,112,284,96
n168,janbrooks3644,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1951128685,7860,484,292,2013-10-10 03:15:47,"Farmer, grandma, avid follower of politics and slightly unwilling lobbyist for water reform.",Barooga,,0,0,0,113,285,97
n169,bubblytest,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ElaineM11584892"";s:4:""name"";s:12:""Elaine McKay"";s:2:""id"";i:1150553499500814339;s:6:""id_str"";s:19:""1150553499500814339"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}}",84174241,36294,123,645,2009-10-21 18:03:24,The Morrison Government is only interested in corruption and Rorts They have no time to protect the vulnerable🐀,Back in the Red Frydenberg 🐀,,0,0,0,114,286,98
n170,mountaingoat55,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ElaineM11584892"";s:4:""name"";s:12:""Elaine McKay"";s:2:""id"";i:1150553499500814339;s:6:""id_str"";s:19:""1150553499500814339"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}}",443225587,81216,3512,2509,2011-12-21 18:33:57,My first comedy routine on You Tube at Glenn Holmes Comedy. Green because they believe in evidence and experts.,Australia,,0,0,0,115,287,99
n171,tcam5113,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ElaineM11584892"";s:4:""name"";s:12:""Elaine McKay"";s:2:""id"";i:1150553499500814339;s:6:""id_str"";s:19:""1150553499500814339"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}}",1447842061,3115,1435,354,2013-05-21 23:01:46,I'm not special,"Brisbane, Queensland",,0,0,0,116,288,100
n172,lilford60,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SingletonArgus"";s:4:""name"";s:19:""The Singleton Argus"";s:2:""id"";i:384584692;s:6:""id_str"";s:9:""384584692"";s:7:""indices"";a:2:{i:0;i:106;i:1;i:121;}}}",1320102848,426,103,136,2013-04-01 06:53:58,Journalist - Singleton Argus; Town and Country Newspaper. Biggest challenge growing our own food sustainably. louise.nichols@singletonargus.com.au,"Singleton ",,0,1,1,0,289,574
n173,ausgrrl,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ElaineM11584892"";s:4:""name"";s:12:""Elaine McKay"";s:2:""id"";i:1150553499500814339;s:6:""id_str"";s:19:""1150553499500814339"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}}",943423729,108187,1648,1596,2012-11-12 07:22:11,,"Capel, Western Australia",,1,0,1,0,290,469
