Id,Label,timeset,0,1,2,3,4,5,6,7,8,9,indegree,outdegree,Degree,modularity_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
n332,averagamer,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFEdefender"";s:4:""name"";s:5:""Kathy"";s:2:""id"";i:163412567;s:6:""id_str"";s:9:""163412567"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""GladysB"";s:4:""name"";s:18:""Gladys Berejiklian"";s:2:""id"";i:704882735815401472;s:6:""id_str"";s:18:""704882735815401472"";s:7:""indices"";a:2:{i:0;i:26;i:1;i:34;}}}",1085901541,10214,961,88,2013-01-13 07:02:30,Attack and dethrone.,,,0,1,1,10,0,1,1,1,1,1,0,0,0.00851
n335,lisa_rockman,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFEdefender"";s:4:""name"";s:5:""Kathy"";s:2:""id"";i:163412567;s:6:""id_str"";s:9:""163412567"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""GladysB"";s:4:""name"";s:18:""Gladys Berejiklian"";s:2:""id"";i:704882735815401472;s:6:""id_str"";s:18:""704882735815401472"";s:7:""indices"";a:2:{i:0;i:26;i:1;i:34;}}}",1363708208666144768,66,180,17,2021-02-21 23:32:40,It’s personal ..,"Newcastle, New South Wales",,0,1,1,10,0,1,1,1,1,1,0,0,0.00851
n337,marielouiseshee,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""grottyscotty"";s:4:""name"";s:24:""🌿 Animal (*Farm) 🥁"";s:2:""id"";i:933520495525236736;s:6:""id_str"";s:18:""933520495525236736"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:18;i:1;i:30;}}}",2460677100,2813,47,53,2014-04-23 23:00:13,Passionate about a better world through social justice and empathy. Living on Gadigal land.,Gadigal Land,,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n339,troothmonstah,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""grottyscotty"";s:4:""name"";s:24:""🌿 Animal (*Farm) 🥁"";s:2:""id"";i:933520495525236736;s:6:""id_str"";s:18:""933520495525236736"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:18;i:1;i:30;}}}",2783538092,177365,740,1540,2014-09-01 01:29:50,the real terrorists are scared of truth creating laws to hide their criminal acts and moral bankruptcy,tinfoilhatsville,,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n344,soori82745821,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFEdefender"";s:4:""name"";s:5:""Kathy"";s:2:""id"";i:163412567;s:6:""id_str"";s:9:""163412567"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""wendy_harmer"";s:4:""name"";s:12:""Wendy Harmer"";s:2:""id"";i:327347231;s:6:""id_str"";s:9:""327347231"";s:7:""indices"";a:2:{i:0;i:18;i:1;i:31;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""robbie_buck"";s:4:""name"";s:10:""robbiebuck"";s:2:""id"";i:478276937;s:6:""id_str"";s:9:""478276937"";s:7:""indices"";a:2:{i:0;i:32;i:1;i:44;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:45;i:1;i:56;}}}",1251379413666562049,17018,3465,1228,2020-04-18 01:18:14,Living the dream. Honesty is the happiness.,,,0,3,3,2,0,3,3,1,1,1,0,0,0.01049
n348,stephengeo4,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFEdefender"";s:4:""name"";s:5:""Kathy"";s:2:""id"";i:163412567;s:6:""id_str"";s:9:""163412567"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""wendy_harmer"";s:4:""name"";s:12:""Wendy Harmer"";s:2:""id"";i:327347231;s:6:""id_str"";s:9:""327347231"";s:7:""indices"";a:2:{i:0;i:18;i:1;i:31;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""robbie_buck"";s:4:""name"";s:10:""robbiebuck"";s:2:""id"";i:478276937;s:6:""id_str"";s:9:""478276937"";s:7:""indices"";a:2:{i:0;i:32;i:1;i:44;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:45;i:1;i:56;}}}",384249927,23025,375,203,2011-10-03 06:38:29,a gay guy from OZ,"New South Wales, Australia",,0,3,3,2,0,3,3,1,1,1,0,0,0.01049
n357,neildav80815508,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",1121282413496156160,37397,1285,546,2019-04-25 01:18:54,gardening cooking music and friends standing up for what is right  fighting for saviors of child abuse,"On Waka Waka Land ",,2,0,2,5,2,0,2,0,0,0,0,0.000006,0
n359,etymon,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""favfavalore"";s:4:""name"";s:13:""gerard collis"";s:2:""id"";i:1046899810287071232;s:6:""id_str"";s:19:""1046899810287071232"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ElaineM11584892"";s:4:""name"";s:12:""Elaine McKay"";s:2:""id"";i:1150553499500814339;s:6:""id_str"";s:19:""1150553499500814339"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:33;}}}",7228882,65038,891,538,2007-07-03 09:50:53,"Backend Developer, Software Archeologist, and Semiotic Engineer @DigitalAssetCom (he/him)","Sydney, Australia",,0,1,1,12,0,1,1,3,0.421053,0.479167,0,0,0.005548
n361,fionamurphee,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""SingletonArgus"";s:4:""name"";s:19:""The Singleton Argus"";s:2:""id"";i:384584692;s:6:""id_str"";s:9:""384584692"";s:7:""indices"";a:2:{i:0;i:233;i:1;i:248;}}}",1159942746469064704,1929,349,138,2019-08-09 17:41:16,,"Sydney, New South Wales",,0,1,1,1,0,1,1,1,1,1,0,0,0.005094
n365,gaolteacher,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",377731713,36405,2079,2209,2011-09-21 21:13:21,"Educator, proud unionist, publicly educated, social justice advocate, committed to public education in all forms. Views are my own",Australia,,1,1,2,7,1,1,2,1,1,1,0,0.015618,0.009251
n369,freeradicalone,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""rlong62"";s:4:""name"";s:11:""Robert Long"";s:2:""id"";i:265941093;s:6:""id_str"";s:9:""265941093"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:11;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""GeoffLeeMP"";s:4:""name"";s:12:""Geoff Lee MP"";s:2:""id"";i:221570520;s:6:""id_str"";s:9:""221570520"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:25;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""racing_nsw"";s:4:""name"";s:10:""Racing NSW"";s:2:""id"";i:56629956;s:6:""id_str"";s:8:""56629956"";s:7:""indices"";a:2:{i:0;i:77;i:1;i:88;}}}",869625061,86523,3141,6000,2012-10-09 06:22:00,Sole Parent. RN in aged care. Amateur photographer/artist. Union proud #changetherules. Trolls will b blockd without notice. Please don’t DM I’m not here 4 d8s,,,0,4,4,2,0,4,4,4,0.434783,0.465741,0,0,0.040725
n370,mrt48carol,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:14;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""rlong62"";s:4:""name"";s:11:""Robert Long"";s:2:""id"";i:265941093;s:6:""id_str"";s:9:""265941093"";s:7:""indices"";a:2:{i:0;i:15;i:1;i:23;}}}",618034823,10467,1174,959,2012-06-25 08:00:52,"Retired Librarian, Government Publishing special interest. Knows government at all levels. Passionate hater of neo-liberalism",,,0,2,2,8,0,2,2,4,0.44335,0.465741,0,0,0.020534
n375,anoman64,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""judithajames11"";s:4:""name"";s:12:""Judith James"";s:2:""id"";i:742769376277843972;s:6:""id_str"";s:18:""742769376277843972"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""FierceDinosaur"";s:4:""name"";s:57:""💧🕯️❤💛🖤Fierce Dinosaur 🔥 🐨 😪 😡"";s:2:""id"";i:38392608;s:6:""id_str"";s:8:""38392608"";s:7:""indices"";a:2:{i:0;i:16;i:1;i:31;}}}",376154877,1179,205,87,2011-09-19 08:00:20,Passionate Lefty and lover of modern boardgames.  Comments may contain traces of sarcasm and black humour.,Armidale,,0,2,2,12,0,2,2,2,0.6,0.666667,0,0,0.009552
n376,rosebjackson,,true,a:0:{},1248395071,1338,663,3328,2013-03-07 05:03:49,MP in the NSW Legislative Council for @nswlabor. Got the family thing sorted so occasionally tweet about my awesome husband and kiddies.,,1,3,0,3,7,3,0,3,0,0,0,0,0.015734,0
n379,janecaro,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",92932981,212822,2924,124394,2009-11-27 03:59:27,"AM. Walkley award winner. Novelist (Just a Girl, Just a Queen, Just Flesh & Blood), author (Plain Speaking Jane, Stupid Country, F Word, Accidental Feminists)","Sydney, Australia",1,2,0,2,7,2,0,2,0,0,0,0,0.015695,0
n382,deemadigan,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",35619835,69375,2069,51179,2009-04-26 20:56:14,"Creative Director of Campaign Edge. Campaigner. Author. Speaker. On Gruen, Sunrise and The Latest.",sydney,1,1,0,1,7,1,0,1,0,0,0,0,0.000038,0
n385,cheryl_kernot,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",711750460932141056,94021,2063,19302,2016-03-20 23:05:08,"It's all out there, acres of it.                       Political News, Politics",Hunter Valley NSW,,2,0,2,7,2,0,2,0,0,0,0,0.015734,0
n389,cameronleech,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:13;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""deemadigan"";s:4:""name"";s:11:""Dee Madigan"";s:2:""id"";i:35619835;s:6:""id_str"";s:8:""35619835"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:25;}}}",381611756,5109,42,89,2011-09-28 12:41:58,Ineffable.,,,0,2,2,7,0,2,2,1,1,1,0,0,0.000779
n392,gailambie,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:13;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""JaneCaro"";s:4:""name"";s:9:""Jane Caro"";s:2:""id"";i:92932981;s:6:""id_str"";s:8:""92932981"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:23;}}}",3310125162,1477,210,28,2015-08-08 23:28:26,,,,0,2,2,7,0,2,2,1,1,1,0,0,0.001552
n393,allanseymour1,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""Mrt48Carol"";s:4:""name"";s:13:""Carol Keliher"";s:2:""id"";i:618034823;s:6:""id_str"";s:9:""618034823"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:14;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:16;i:1;i:30;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""rlong62"";s:4:""name"";s:11:""Robert Long"";s:2:""id"";i:265941093;s:6:""id_str"";s:9:""265941093"";s:7:""indices"";a:2:{i:0;i:31;i:1;i:39;}}}",592834521,38427,3183,3531,2012-05-28 10:04:20,"Grumpy old man worried about the impact of climate change & priority of health over economy. Angry about corrupt LNP. Pro renewables + storage, not coal.",North'nBeachesSydney Australia,,0,2,2,8,0,2,2,4,0.44335,0.465741,0,0,0.020534
n394,katerwashington,,true,"a:5:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""judithajames11"";s:4:""name"";s:12:""Judith James"";s:2:""id"";i:742769376277843972;s:6:""id_str"";s:18:""742769376277843972"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:18;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:38;i:1;i:50;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""KateRWashington"";s:4:""name"";s:18:""Kate Washington MP"";s:2:""id"";i:2380223436;s:6:""id_str"";s:10:""2380223436"";s:7:""indices"";a:2:{i:0;i:51;i:1;i:67;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""ClaytonBarrMP"";s:4:""name"";s:12:""Clayton Barr"";s:2:""id"";i:537946598;s:6:""id_str"";s:9:""537946598"";s:7:""indices"";a:2:{i:0;i:68;i:1;i:82;}}i:4;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""crakanthorp"";s:4:""name"";s:15:""Tim Crakanthorp"";s:2:""id"";i:210359205;s:6:""id_str"";s:9:""210359205"";s:7:""indices"";a:2:{i:0;i:83;i:1;i:95;}}}",2380223436,6857,2450,5172,2014-03-09 05:56:53,NSW Member for Port Stephens | Shadow Minister for Environment & Heritage | Shadow Minister for Rural Health | Mum,"Port Stephens, NSW, Australia",,14,4,18,12,14,4,18,1,1,1,1,0.111998,0.021172
n396,platozkv,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",3224168702,210996,2561,2513,2015-05-23 07:25:05,still believe: by the ppl for the people can be achieved.corporate money must be taken out of politics. how do we end bigotry when it's deliberately reinforced,,,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n397,hydecomlorraine,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""mppfister"";s:4:""name"";s:40:""Markus Pfister 🇦🇺 😷🔥🦠😷"";s:2:""id"";i:298415366;s:6:""id_str"";s:9:""298415366"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:10;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""virgotweet"";s:4:""name"";s:16:""Stuart Tomlinson"";s:2:""id"";i:116889724;s:6:""id_str"";s:9:""116889724"";s:7:""indices"";a:2:{i:0;i:11;i:1;i:22;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""RonniSalt"";s:4:""name"";s:19:""🕯 RonniSalt 🕯"";s:2:""id"";i:2615581908;s:6:""id_str"";s:10:""2615581908"";s:7:""indices"";a:2:{i:0;i:23;i:1;i:33;}}}",1149827598,96490,1745,3064,2013-02-04 22:40:19,"Happily retired. Former psych nurse, teacher, educator. Loves travel, people watching, films, reading, music and now Twitter!",,,0,3,3,3,0,3,3,2,0.8,0.875,0,0,0
n402,lindaleggott,,true,"a:5:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""judithajames11"";s:4:""name"";s:12:""Judith James"";s:2:""id"";i:742769376277843972;s:6:""id_str"";s:18:""742769376277843972"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:18;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:38;i:1;i:50;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""KateRWashington"";s:4:""name"";s:18:""Kate Washington MP"";s:2:""id"";i:2380223436;s:6:""id_str"";s:10:""2380223436"";s:7:""indices"";a:2:{i:0;i:51;i:1;i:67;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""ClaytonBarrMP"";s:4:""name"";s:12:""Clayton Barr"";s:2:""id"";i:537946598;s:6:""id_str"";s:9:""537946598"";s:7:""indices"";a:2:{i:0;i:68;i:1;i:82;}}i:4;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""crakanthorp"";s:4:""name"";s:15:""Tim Crakanthorp"";s:2:""id"";i:210359205;s:6:""id_str"";s:9:""210359205"";s:7:""indices"";a:2:{i:0;i:83;i:1;i:95;}}}",828715263168176128,839,216,64,2017-02-06 16:21:30,Standing up for a fair and just society and a world that is kinder for my grandchildren.A world where we try to understand rather than judge others!,Regional NSW,,0,4,4,12,0,4,4,1,1,1,0,0,0.026702
n404,tttezzz,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",2769947215,305078,659,632,2014-08-26 09:11:45,,Australia,,0,2,2,8,0,2,2,4,0.44335,0.465741,0,0,0.020534
n405,sonwinks,,true,"a:7:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""Tank9999"";s:4:""name"";s:11:""Allan Green"";s:2:""id"";i:80712889;s:6:""id_str"";s:8:""80712889"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""judithajames11"";s:4:""name"";s:12:""Judith James"";s:2:""id"";i:742769376277843972;s:6:""id_str"";s:18:""742769376277843972"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:29;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:30;i:1;i:44;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:45;i:1;i:57;}}i:4;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""KateRWashington"";s:4:""name"";s:18:""Kate Washington MP"";s:2:""id"";i:2380223436;s:6:""id_str"";s:10:""2380223436"";s:7:""indices"";a:2:{i:0;i:58;i:1;i:74;}}i:5;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""ClaytonBarrMP"";s:4:""name"";s:12:""Clayton Barr"";s:2:""id"";i:537946598;s:6:""id_str"";s:9:""537946598"";s:7:""indices"";a:2:{i:0;i:75;i:1;i:89;}}i:6;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""crakanthorp"";s:4:""name"";s:15:""Tim Crakanthorp"";s:2:""id"";i:210359205;s:6:""id_str"";s:9:""210359205"";s:7:""indices"";a:2:{i:0;i:90;i:1;i:102;}}}",1085075755,10067,3236,4313,2013-01-13 00:19:21,"Proud lefty skeptic, poli junky, anti Bullshit Mountain..... Love science, logic and reason! #uniteblue #TheResistance #NotMyPresident",,,0,6,6,12,0,6,6,4,0.439024,0.476852,0,0,0.043106
n406,nswlabor,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",85994676,8449,3976,20597,2009-10-29 00:37:39,"The official account of the NSW branch of the ALP, Australia's oldest and largest political party. Authorised by B Nanva, ALP, 377 Sussex St, Sydney NSW.",New South Wales,1,3,0,3,7,3,0,3,0,0,0,0,0.033081,0
n420,iacccount,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",1029157420382056448,3599,2079,752,2018-08-13 20:07:04,"Late Twitter adopter, passionate about politics. Social egalitarian. I believe policy without empathy is just cruelty with extra steps.","Brisbane, Queensland",,0,1,1,8,0,1,1,4,0.343511,0.35463,0,0,0.010729
n432,antifa_bondrac,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:32;}}}",838341098762203137,35468,493,395,2017-03-05 05:51:08,"Can't stand bullshit. VAD supporter. Animal lover. Long time Athiest. You don't have to reciprocate if I follow you.Mother of none, aunty of many.Bit sweary.","Peramangk Land Sth Aust ",,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n444,roseannebyrne,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:32;}}}",1259161086,428481,1965,5747,2013-03-11 06:59:29,"'a nation of sheep will beget a government of wolves'. E.R.Murrow. I am not a sheep. Fighting the LNP wolves. l live on Yuin country, respect.","Shoalhaven, NSW Australia",,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n445,janice94960669,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:32;}}}",1224242910,11999,1669,565,2013-02-27 05:14:48,"All the people like us are we, and everyone else is They.",N.S.W. Australia,,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n452,brianmoylan4,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:32;}}}",751505753102356480,117822,3633,2641,2016-07-08 15:58:28,NO RELIGION AND NO RELIGIOUS CONSERVATIVE POLITICS HERE. Art/jazz/Classical music/Lemon Trees.🎨🎷🎹🎺🎻🍋🍋Life & Love 💜 @altijdennooit💜💍💜👩🏽🏡🧔🏻,Bundanyabba  -  Australia,,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n453,spookysadghoul,,true,a:0:{},1213113740742152192,6177,1310,250,2020-01-03 10:03:59,a flaming hot garbage bin tweeting about MAFS and whatever is on my mind 🔥🔥 🌻views are my own🌻 She/Them. 💖,"Sydney, New South Wales",,1,0,1,11,1,0,1,0,0,0,0,0.0041,0
n455,melaniedoak,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""NSWNationals"";s:4:""name"";s:13:""NSW Nationals"";s:2:""id"";i:380034300;s:6:""id_str"";s:9:""380034300"";s:7:""indices"";a:2:{i:0;i:84;i:1;i:97;}}}",58191687,18176,1746,432,2009-07-19 09:02:13,,,,0,1,1,8,0,1,1,1,1,1,0,0,0.007783
